txn_id,customer_id,account_type,txn_type,amount,balance,txn_date,branch
1059,CUST1230,Loan,Transfer,4806.94,79733.41,2023-07-01,Delhi
1060,CUST1381,Savings,Deposit,3456.07,13400.4,2023-10-03,Mumbai
1061,CUST1140,Savings,Deposit,16399.3,91343.6,2023-03-02,Mumbai
1062,CUST1458,Loan,Deposit,385.36,47235.02,2023-12-17,Bangalore
1063,CUST1143,Current,Withdrawal,15271.11,47422.5,2023-10-18,Delhi
1064,CUST1459,Loan,Transfer,18085.3,96567.26,2023-10-31,Chennai
1065,CUST1291,Current,Deposit,885.57,3091.97,2023-04-24,Bangalore
1066,CUST1433,Savings,Transfer,38138.9,42513.23,2023-07-26,Bangalore
1067,CUST1256,Current,Transfer,31014.36,87572.2,2023-07-27,Chennai
1068,CUST1197,Loan,Deposit,43235.22,102135.4,2023-01-25,Mumbai
1069,CUST1068,Savings,Transfer,49534.89,125329.54,2023-06-20,Pune
1070,CUST1450,Savings,Withdrawal,35399.11,74627.54,2023-10-03,Chennai
1071,CUST1048,Loan,Withdrawal,29882.91,122737.03,2023-04-20,Mumbai
1072,CUST1482,Savings,Transfer,17161.07,70164.98,2023-11-11,Pune
1073,CUST1389,Loan,Deposit,49781.99,147903.22,2023-09-03,Pune
1074,CUST1113,Loan,Deposit,23112.23,117135.44,2023-01-14,Bangalore
1075,CUST1203,Current,Transfer,47465.11,130831.88,2023-06-04,Chennai
1076,CUST1055,Current,Withdrawal,43195.71,54647.01,2023-03-16,Bangalore
1077,CUST1277,Current,Deposit,31619.01,37530.89,2023-02-28,Bangalore
1078,CUST1345,Loan,Withdrawal,32467.08,60358.26,2023-12-05,Delhi
1079,CUST1321,Loan,Withdrawal,31833.42,91963.98,2023-05-23,Chennai
1080,CUST1104,Current,Transfer,35286.44,81076.05,2023-07-28,Pune
1081,CUST1093,Loan,Withdrawal,47442.35,53972.54,2023-04-22,Pune
1082,CUST1417,Loan,Withdrawal,30523.9,100638.04,2023-09-25,Mumbai
1083,CUST1296,Loan,Withdrawal,40160.27,136271.82,2023-05-11,Chennai
1084,CUST1156,Savings,Deposit,24475.93,64963.71,2023-11-18,Pune
1085,CUST1293,Savings,Withdrawal,41706.22,106142.69,2023-01-26,Delhi
1086,CUST1075,Loan,Withdrawal,29682.73,65497.73,2023-05-30,Pune
1087,CUST1148,Current,Withdrawal,1684.01,44305.86,2023-07-28,Bangalore
1088,CUST1128,Savings,Transfer,30854.09,55859.55,2023-11-14,Pune
1089,CUST1235,Loan,Transfer,10640.47,97008.65,2023-08-27,Mumbai
1090,CUST1440,Current,Withdrawal,9913.01,83786.91,2023-03-29,Mumbai
1091,CUST1256,Loan,Withdrawal,40151.75,139876.92,2023-07-31,Pune
1092,CUST1293,Savings,Deposit,44878.56,107330.3,2023-04-29,Chennai
1093,CUST1313,Current,Withdrawal,23303.97,108119.07,2023-08-10,Mumbai
1094,CUST1366,Loan,Withdrawal,16830.42,23998.57,2023-04-29,Chennai
1095,CUST1268,Loan,Withdrawal,40867.0,126195.47,2023-12-16,Chennai
1096,CUST1413,Loan,Deposit,4346.66,43213.62,2023-03-12,Mumbai
1097,CUST1364,Current,Transfer,8489.09,56246.71,2023-02-19,Bangalore
1098,CUST1358,Loan,Deposit,47124.93,55069.64,2023-09-28,Pune
1099,CUST1485,Loan,Deposit,26541.07,125078.8,2023-10-23,Pune
1100,CUST1072,Savings,Withdrawal,22043.05,50240.71,2023-12-26,Pune
1101,CUST1395,Savings,Transfer,16380.07,46668.72,2023-12-16,Mumbai
1102,CUST1056,Savings,Withdrawal,6570.98,32589.05,2023-02-18,Chennai
1103,CUST1420,Savings,Deposit,33732.31,40457.51,2023-04-11,Delhi
1104,CUST1282,Current,Transfer,40470.28,55589.01,2023-06-15,Pune
1105,CUST1383,Savings,Transfer,49337.78,76838.69,2023-10-05,Chennai
1106,CUST1130,Loan,Withdrawal,41482.78,112297.0,2023-10-29,Delhi
1107,CUST1096,Savings,Deposit,7883.45,55993.81,2023-09-23,Pune
1108,CUST1424,Loan,Transfer,15250.83,46763.97,2023-04-22,Delhi
1109,CUST1316,Savings,Withdrawal,24442.93,33129.03,2023-09-04,Mumbai
1110,CUST1223,Savings,Deposit,15392.53,97719.46,2023-04-16,Bangalore
1111,CUST1181,Current,Withdrawal,20988.5,67102.43,2023-03-30,Pune
1112,CUST1176,Savings,Withdrawal,27407.15,126588.55,2023-04-16,Delhi
1113,CUST1271,Current,Transfer,2343.58,15416.05,2023-01-13,Chennai
1114,CUST1337,Savings,Transfer,38281.5,132353.21,2023-08-06,Delhi
1115,CUST1219,Current,Deposit,26185.73,73537.03,2023-07-20,Bangalore
1116,CUST1447,Loan,Deposit,28022.98,96883.38,2023-11-23,Chennai
1117,CUST1249,Savings,Transfer,43003.75,83980.83,2023-10-22,Bangalore
1118,CUST1196,Loan,Transfer,20865.65,72493.8,2023-12-31,Delhi
1119,CUST1337,Loan,Deposit,40911.03,92170.79,2023-03-18,Chennai
1120,CUST1188,Savings,Deposit,24532.26,89184.41,2023-05-12,Mumbai
1121,CUST1039,Savings,Withdrawal,46622.91,120912.37,2023-07-06,Mumbai
1122,CUST1486,Current,Deposit,6669.51,92212.5,2023-02-22,Chennai
1123,CUST1222,Loan,Withdrawal,42727.61,92058.73,2023-09-03,Delhi
1124,CUST1226,Loan,Deposit,45169.22,105752.39,2023-07-19,Bangalore
1125,CUST1247,Loan,Transfer,28605.9,43334.51,2023-07-25,Bangalore
1126,CUST1032,Loan,Transfer,39906.84,76962.22,2023-07-06,Mumbai
1127,CUST1076,Current,Transfer,27883.57,112473.09,2023-09-12,Delhi
1128,CUST1325,Loan,Withdrawal,8838.64,76278.72,2023-10-14,Bangalore
1129,CUST1254,Loan,Deposit,26051.7,78486.02,2023-01-13,Pune
1130,CUST1045,Savings,Transfer,43546.38,122909.56,2023-10-03,Chennai
1131,CUST1205,Loan,Withdrawal,11679.58,38583.91,2023-09-30,Bangalore
1132,CUST1408,Current,Withdrawal,24357.91,116471.51,2023-04-19,Bangalore
1133,CUST1279,Loan,Transfer,14643.9,35794.22,2023-04-21,Bangalore
1134,CUST1187,Savings,Transfer,29538.4,30678.7,2023-06-05,Mumbai
1135,CUST1473,Savings,Withdrawal,35154.17,96871.91,2023-09-03,Pune
1136,CUST1210,Savings,Transfer,25694.82,96251.11,2023-01-13,Bangalore
1137,CUST1096,Loan,Transfer,18852.67,89810.79,2023-12-04,Bangalore
1138,CUST1269,Current,Deposit,33752.54,110160.43,2023-04-22,Chennai
1139,CUST1055,Current,Transfer,32365.36,55426.11,2023-05-23,Mumbai
1140,CUST1201,Savings,Withdrawal,23469.68,100938.18,2023-02-22,Delhi
1141,CUST1471,Current,Withdrawal,31353.49,59561.33,2023-11-09,Mumbai
1142,CUST1308,Loan,Transfer,46426.34,146067.97,2023-02-13,Mumbai
1143,CUST1227,Current,Withdrawal,37711.33,59653.66,2023-10-15,Mumbai
1144,CUST1271,Current,Withdrawal,23337.56,100788.97,2023-03-13,Pune
1145,CUST1155,Savings,Withdrawal,8757.45,47042.73,2023-08-20,Delhi
1146,CUST1042,Current,Withdrawal,19665.47,94867.05,2023-06-20,Bangalore
1147,CUST1351,Current,Deposit,38661.29,62736.16,2023-08-09,Chennai
1148,CUST1213,Savings,Transfer,28332.5,121282.4,2023-12-08,Mumbai
1149,CUST1434,Loan,Withdrawal,15970.67,91038.56,2023-11-06,Pune
1150,CUST1200,Savings,Transfer,38784.68,62610.03,2023-05-19,Bangalore
1151,CUST1344,Loan,Withdrawal,1602.18,97770.67,2023-03-04,Bangalore
1152,CUST1104,Savings,Deposit,46666.93,73583.82,2023-09-30,Chennai
1153,CUST1006,Loan,Withdrawal,33957.15,66053.35,2023-02-07,Bangalore
1154,CUST1119,Loan,Withdrawal,30021.42,80901.29,2023-08-02,Chennai
1155,CUST1218,Loan,Transfer,45655.26,79962.4,2023-09-26,Bangalore
1156,CUST1308,Current,Transfer,33937.88,88468.51,2023-08-16,Mumbai
1157,CUST1247,Loan,Withdrawal,21838.68,101389.52,2023-09-09,Pune
1158,CUST1355,Loan,Transfer,7198.54,38858.28,2023-10-11,Mumbai
1159,CUST1385,Loan,Withdrawal,4540.59,103714.35,2023-04-07,Bangalore
1160,CUST1447,Loan,Deposit,49243.8,143173.94,2023-05-17,Delhi
1161,CUST1367,Savings,Transfer,8223.27,67946.95,2023-05-22,Chennai
1162,CUST1237,Savings,Deposit,22391.05,72792.09,2023-09-07,Mumbai
1163,CUST1408,Current,Deposit,23600.92,89961.33,2023-10-09,Mumbai
1164,CUST1404,Savings,Withdrawal,37718.02,95718.19,2023-11-19,Bangalore
1165,CUST1152,Savings,Deposit,40888.65,116714.94,2023-04-23,Delhi
1166,CUST1271,Current,Transfer,23173.32,109737.1,2023-02-13,Pune
1167,CUST1282,Loan,Withdrawal,35884.32,121569.5,2023-12-06,Pune
1168,CUST1140,Loan,Transfer,45467.85,77198.72,2023-07-02,Pune
1169,CUST1368,Current,Transfer,13654.5,33120.18,2023-06-07,Pune
1170,CUST1387,Savings,Transfer,17171.17,60451.95,2023-04-26,Pune
1171,CUST1214,Current,Transfer,8749.82,57588.65,2023-10-21,Chennai
1172,CUST1253,Current,Withdrawal,24691.7,55035.94,2023-10-29,Delhi
1173,CUST1025,Current,Transfer,8303.84,20403.86,2023-03-11,Delhi
1174,CUST1113,Savings,Transfer,2357.93,24539.85,2023-04-01,Bangalore
1175,CUST1018,Loan,Deposit,5382.08,92747.51,2023-12-26,Chennai
1176,CUST1151,Savings,Deposit,35014.53,76394.81,2023-05-18,Chennai
1177,CUST1345,Savings,Deposit,47138.69,55870.73,2023-07-22,Pune
1178,CUST1061,Savings,Deposit,39021.42,49345.77,2023-06-30,Pune
1179,CUST1311,Loan,Withdrawal,18140.92,27811.63,2023-12-24,Bangalore
1180,CUST1349,Loan,Transfer,11391.14,101013.09,2023-01-02,Delhi
1181,CUST1449,Loan,Deposit,35015.29,96901.22,2023-09-24,Delhi
1182,CUST1476,Current,Withdrawal,11230.8,98605.13,2023-07-24,Bangalore
1183,CUST1379,Loan,Deposit,37433.23,93778.17,2023-08-08,Delhi
1184,CUST1378,Savings,Deposit,39699.18,43361.14,2023-07-05,Chennai
1185,CUST1469,Loan,Transfer,12079.53,26938.3,2023-01-31,Delhi
1186,CUST1052,Current,Deposit,1459.78,54056.64,2023-10-05,Bangalore
1187,CUST1040,Current,Withdrawal,49472.65,107129.11,2023-09-06,Delhi
1188,CUST1191,Loan,Transfer,34469.25,124294.73,2023-12-01,Delhi
1189,CUST1209,Loan,Withdrawal,3914.35,93554.83,2023-07-27,Bangalore
1190,CUST1008,Current,Transfer,7999.36,13652.06,2023-03-31,Bangalore
1191,CUST1141,Savings,Deposit,4325.95,51261.92,2023-03-19,Mumbai
1192,CUST1429,Current,Transfer,42061.34,64574.59,2023-08-27,Mumbai
1193,CUST1072,Current,Deposit,40439.45,122890.0,2023-10-10,Chennai
1194,CUST1269,Loan,Transfer,23010.29,53687.24,2023-06-12,Chennai
1195,CUST1060,Loan,Transfer,6020.32,99428.39,2023-11-01,Pune
1196,CUST1407,Current,Withdrawal,26625.45,30375.03,2023-01-05,Bangalore
1197,CUST1474,Current,Deposit,20446.63,36987.9,2023-08-30,Bangalore
1198,CUST1146,Loan,Transfer,16672.28,109518.41,2023-01-13,Delhi
1199,CUST1391,Savings,Withdrawal,20941.58,33019.25,2023-01-19,Chennai
1200,CUST1063,Savings,Withdrawal,46930.26,113277.14,2023-12-03,Pune
1201,CUST1419,Savings,Deposit,17797.84,73088.85,2023-05-02,Pune
1202,CUST1432,Savings,Deposit,2434.61,34739.99,2023-05-25,Chennai
1203,CUST1327,Loan,Transfer,12841.29,23875.78,2023-10-15,Chennai
1204,CUST1164,Loan,Withdrawal,20717.31,88461.69,2023-08-27,Pune
1205,CUST1324,Savings,Deposit,27860.77,31261.71,2023-07-09,Bangalore
1206,CUST1388,Savings,Deposit,21017.23,38253.49,2023-08-25,Delhi
1207,CUST1194,Current,Deposit,27896.32,51418.69,2023-10-07,Delhi
1208,CUST1271,Savings,Withdrawal,36601.17,132433.91,2023-02-14,Chennai
1209,CUST1450,Current,Withdrawal,44320.47,137783.73,2023-04-13,Mumbai
1210,CUST1490,Savings,Withdrawal,15897.68,44824.79,2023-10-13,Chennai
1211,CUST1458,Current,Withdrawal,15809.81,20593.52,2023-08-09,Chennai
1212,CUST1423,Savings,Withdrawal,36601.67,119136.59,2023-06-22,Bangalore
1213,CUST1151,Loan,Deposit,41663.19,95922.69,2023-05-02,Delhi
1214,CUST1494,Savings,Transfer,5469.95,82398.7,2023-01-06,Pune
1215,CUST1288,Loan,Transfer,21745.15,47070.71,2023-04-06,Chennai
1216,CUST1457,Current,Transfer,15492.57,73010.27,2023-04-22,Mumbai
1217,CUST1376,Current,Transfer,2059.54,29623.4,2023-05-19,Pune
1218,CUST1299,Loan,Withdrawal,48919.9,145511.75,2023-12-03,Chennai
1219,CUST1297,Savings,Deposit,10623.22,96413.79,2023-10-18,Delhi
1220,CUST1022,Loan,Withdrawal,6706.99,45241.09,2023-09-04,Pune
1221,CUST1267,Current,Deposit,22774.72,100903.55,2023-11-12,Bangalore
1222,CUST1076,Savings,Deposit,33009.35,101969.88,2023-04-23,Bangalore
1223,CUST1251,Current,Deposit,46932.64,65460.38,2023-03-24,Chennai
1224,CUST1125,Loan,Transfer,11211.54,42279.57,2023-09-13,Chennai
1225,CUST1215,Savings,Deposit,20917.95,37360.4,2023-08-25,Mumbai
1226,CUST1248,Loan,Transfer,20965.42,96815.08,2023-07-25,Bangalore
1227,CUST1490,Current,Transfer,4297.97,43911.81,2023-05-07,Delhi
1228,CUST1425,Current,Deposit,2714.33,19097.01,2023-02-17,Delhi
1229,CUST1226,Loan,Deposit,3932.69,27814.62,2023-03-26,Delhi
1230,CUST1405,Loan,Transfer,47417.75,78225.68,2023-07-28,Delhi
1231,CUST1448,Current,Deposit,14066.64,42199.69,2023-05-01,Mumbai
1232,CUST1298,Savings,Deposit,46353.13,68116.1,2023-09-29,Pune
1233,CUST1241,Savings,Transfer,583.38,86449.91,2023-07-06,Pune
1234,CUST1346,Savings,Transfer,47343.13,125613.87,2023-08-27,Delhi
1235,CUST1304,Current,Transfer,34916.04,71645.26,2023-09-03,Pune
1236,CUST1130,Current,Transfer,3188.1,56957.21,2023-03-20,Chennai
1237,CUST1072,Current,Withdrawal,45221.74,83006.58,2023-03-04,Chennai
1238,CUST1488,Loan,Deposit,4750.49,46094.82,2023-02-12,Chennai
1239,CUST1017,Current,Transfer,11166.92,43263.6,2023-10-19,Chennai
1240,CUST1469,Current,Transfer,4470.81,13917.48,2023-10-19,Delhi
1241,CUST1284,Loan,Withdrawal,2622.9,65455.37,2023-04-11,Pune
1242,CUST1414,Loan,Withdrawal,14059.32,47593.15,2023-03-12,Bangalore
1243,CUST1493,Current,Withdrawal,43544.63,119573.78,2023-10-12,Chennai
1244,CUST1195,Loan,Withdrawal,24271.12,93804.77,2023-10-02,Bangalore
1245,CUST1461,Current,Transfer,28642.59,109283.11,2023-01-27,Delhi
1246,CUST1311,Loan,Deposit,7779.61,23129.93,2023-11-22,Chennai
1247,CUST1319,Current,Transfer,18117.63,59258.96,2023-09-29,Mumbai
1248,CUST1146,Current,Transfer,2928.35,6878.28,2023-02-14,Chennai
1249,CUST1275,Loan,Deposit,34888.47,54635.29,2023-11-14,Chennai
1250,CUST1374,Loan,Withdrawal,13065.42,101730.99,2023-11-25,Delhi
1251,CUST1231,Loan,Transfer,5645.74,70632.19,2023-04-26,Bangalore
1252,CUST1239,Current,Transfer,39546.97,54087.18,2023-10-15,Mumbai
1253,CUST1388,Loan,Withdrawal,5369.02,10375.84,2023-12-09,Pune
1254,CUST1126,Loan,Transfer,26804.1,35465.46,2023-11-20,Bangalore
1255,CUST1477,Savings,Deposit,49488.85,52975.97,2023-05-17,Bangalore
1256,CUST1106,Loan,Transfer,25280.49,37449.86,2023-06-08,Chennai
1257,CUST1384,Current,Withdrawal,38107.63,89062.33,2023-12-05,Bangalore
1258,CUST1095,Current,Deposit,23437.29,85566.59,2023-05-18,Bangalore
1259,CUST1130,Loan,Transfer,30976.73,97680.57,2023-12-18,Mumbai
1260,CUST1144,Savings,Transfer,32278.58,35120.06,2023-04-17,Chennai
1261,CUST1088,Loan,Deposit,41181.33,97022.3,2023-01-04,Delhi
1262,CUST1327,Current,Transfer,908.4,82837.25,2023-04-05,Pune
1263,CUST1209,Current,Deposit,44506.68,143706.97,2023-11-17,Bangalore
1264,CUST1047,Savings,Deposit,10594.9,87248.55,2023-04-16,Mumbai
1265,CUST1280,Current,Transfer,25630.77,32200.98,2023-10-23,Mumbai
1266,CUST1306,Current,Deposit,33724.56,118489.84,2023-01-12,Delhi
1267,CUST1195,Loan,Deposit,33856.54,93483.6,2023-11-01,Mumbai
1268,CUST1144,Loan,Transfer,369.71,1003.66,2023-03-25,Chennai
1269,CUST1166,Savings,Transfer,7255.43,9584.85,2023-09-23,Mumbai
1270,CUST1444,Current,Transfer,47158.79,79878.84,2023-12-27,Delhi
1271,CUST1374,Loan,Deposit,11013.82,17478.18,2023-07-27,Mumbai
1272,CUST1237,Current,Withdrawal,30339.25,115359.17,2023-12-29,Bangalore
1273,CUST1283,Savings,Withdrawal,36734.15,71195.36,2023-03-30,Chennai
1274,CUST1322,Savings,Withdrawal,20627.59,33703.04,2023-12-12,Chennai
1275,CUST1201,Savings,Deposit,31174.34,111946.72,2023-06-25,Pune
1276,CUST1276,Current,Deposit,24187.4,102044.22,2023-05-04,Chennai
1277,CUST1164,Current,Deposit,8814.89,38760.13,2023-06-08,Bangalore
1278,CUST1057,Current,Withdrawal,48268.61,53785.08,2023-01-12,Delhi
1279,CUST1101,Current,Transfer,28886.37,85496.37,2023-10-07,Delhi
1280,CUST1405,Loan,Transfer,3562.76,13005.51,2023-05-26,Pune
1281,CUST1216,Loan,Deposit,17113.83,108882.0,2023-11-28,Bangalore
1282,CUST1150,Savings,Transfer,7249.74,78864.26,2023-01-22,Mumbai
1283,CUST1206,Current,Deposit,39260.01,138704.33,2023-08-05,Pune
1284,CUST1096,Loan,Withdrawal,33850.42,101973.92,2023-01-18,Mumbai
1285,CUST1294,Savings,Transfer,14861.62,15472.27,2023-05-03,Chennai
1286,CUST1400,Current,Deposit,10972.78,77325.32,2023-04-14,Mumbai
1287,CUST1243,Savings,Transfer,29713.72,31829.94,2023-07-17,Bangalore
1288,CUST1396,Savings,Transfer,16244.17,82917.24,2023-05-22,Chennai
1289,CUST1317,Loan,Withdrawal,17202.27,31092.61,2023-02-13,Mumbai
1290,CUST1401,Current,Transfer,41592.76,133473.32,2023-04-08,Delhi
1291,CUST1261,Loan,Withdrawal,5261.36,45763.07,2023-04-14,Delhi
1292,CUST1256,Savings,Withdrawal,39013.06,51275.81,2023-12-19,Mumbai
1293,CUST1245,Loan,Deposit,35635.64,71616.96,2023-03-24,Chennai
1294,CUST1110,Savings,Transfer,743.58,55003.37,2023-09-08,Chennai
1295,CUST1212,Loan,Withdrawal,28330.67,80019.57,2023-11-22,Chennai
1296,CUST1409,Current,Transfer,19263.73,86057.38,2023-11-21,Pune
1297,CUST1219,Savings,Withdrawal,12090.93,22039.97,2023-07-31,Pune
1298,CUST1428,Current,Deposit,4922.58,23023.83,2023-02-23,Pune
1299,CUST1344,Savings,Withdrawal,20295.78,29516.94,2023-01-16,Bangalore
1300,CUST1099,Current,Deposit,44576.78,91226.3,2023-02-27,Delhi
1301,CUST1437,Current,Deposit,15356.62,55925.64,2023-12-06,Chennai
1302,CUST1326,Current,Transfer,29655.84,99273.89,2023-06-10,Mumbai
1303,CUST1131,Loan,Transfer,36951.44,103779.84,2023-12-30,Delhi
1304,CUST1204,Savings,Transfer,28674.88,54720.86,2023-06-16,Pune
1305,CUST1260,Current,Transfer,21354.29,120825.36,2023-06-22,Bangalore
1306,CUST1171,Loan,Deposit,9413.33,12469.45,2023-03-27,Mumbai
1307,CUST1476,Savings,Transfer,22207.38,84109.42,2023-12-08,Pune
1308,CUST1043,Savings,Withdrawal,9892.66,22884.86,2023-10-25,Chennai
1309,CUST1346,Loan,Deposit,5491.42,53601.28,2023-10-26,Mumbai
1310,CUST1077,Loan,Transfer,27114.58,36174.78,2023-07-30,Delhi
1311,CUST1240,Savings,Deposit,5363.62,64129.59,2023-09-24,Chennai
1312,CUST1154,Current,Deposit,14853.69,108141.88,2023-04-08,Mumbai
1313,CUST1427,Savings,Transfer,13662.15,53879.25,2023-08-18,Chennai
1314,CUST1369,Current,Deposit,30720.53,120565.09,2023-08-20,Chennai
1315,CUST1328,Loan,Deposit,29198.2,102355.26,2023-09-20,Mumbai
1316,CUST1267,Savings,Deposit,45396.0,145054.28,2023-06-03,Delhi
1317,CUST1358,Loan,Withdrawal,27867.59,64050.44,2023-04-27,Bangalore
1318,CUST1421,Loan,Withdrawal,1144.61,33064.04,2023-09-26,Bangalore
1319,CUST1089,Current,Transfer,41676.9,72327.14,2023-04-26,Pune
1320,CUST1118,Savings,Transfer,31443.16,124542.09,2023-01-07,Pune
1321,CUST1366,Current,Deposit,15431.22,52748.66,2023-08-03,Mumbai
1322,CUST1429,Current,Deposit,6110.32,64772.36,2023-11-09,Mumbai
1323,CUST1026,Loan,Withdrawal,40806.89,87746.34,2023-12-19,Bangalore
1324,CUST1164,Savings,Withdrawal,8386.02,14965.93,2023-12-14,Pune
1325,CUST1273,Loan,Deposit,5406.23,17263.16,2023-04-03,Chennai
1326,CUST1173,Loan,Deposit,5845.79,94231.51,2023-12-24,Pune
1327,CUST1106,Savings,Deposit,30737.57,92572.17,2023-09-03,Pune
1328,CUST1244,Savings,Withdrawal,19907.7,65718.32,2023-08-05,Bangalore
1329,CUST1490,Savings,Withdrawal,36551.57,50519.44,2023-06-18,Mumbai
1330,CUST1330,Savings,Transfer,23923.07,84302.84,2023-11-02,Chennai
1331,CUST1230,Loan,Withdrawal,43421.65,73509.12,2023-08-24,Delhi
1332,CUST1437,Loan,Transfer,33813.5,38103.09,2023-05-12,Bangalore
1333,CUST1427,Loan,Deposit,34940.1,56824.29,2023-03-12,Chennai
1334,CUST1478,Current,Transfer,18245.9,28556.03,2023-01-08,Chennai
1335,CUST1253,Savings,Deposit,12787.64,42686.7,2023-09-01,Pune
1336,CUST1123,Loan,Withdrawal,33951.76,93432.47,2023-05-26,Mumbai
1337,CUST1156,Savings,Deposit,14886.66,29661.87,2023-02-16,Pune
1338,CUST1251,Loan,Deposit,21695.3,81465.44,2023-01-17,Bangalore
1339,CUST1039,Savings,Transfer,46984.47,122620.26,2023-02-08,Chennai
1340,CUST1489,Loan,Deposit,41439.09,49917.67,2023-07-22,Chennai
1341,CUST1066,Loan,Transfer,31541.65,114492.61,2023-01-18,Bangalore
1342,CUST1090,Loan,Deposit,13925.76,108043.34,2023-09-14,Delhi
1343,CUST1383,Current,Withdrawal,43769.17,140877.72,2023-08-25,Mumbai
1344,CUST1390,Loan,Withdrawal,36131.1,40639.51,2023-03-27,Delhi
1345,CUST1019,Current,Withdrawal,25862.54,84136.74,2023-12-23,Pune
1346,CUST1030,Current,Transfer,33645.31,82032.47,2023-08-17,Mumbai
1347,CUST1012,Loan,Withdrawal,47531.59,50227.17,2023-09-03,Bangalore
1348,CUST1405,Current,Withdrawal,744.07,23799.79,2023-08-23,Pune
1349,CUST1190,Savings,Deposit,17641.96,78874.52,2023-06-21,Bangalore
1350,CUST1438,Current,Transfer,6442.1,25775.82,2023-07-29,Bangalore
1351,CUST1236,Loan,Deposit,37631.22,128232.33,2023-12-30,Bangalore
1352,CUST1443,Loan,Transfer,9924.7,54319.18,2023-07-29,Mumbai
1353,CUST1196,Current,Withdrawal,17719.83,97798.27,2023-01-22,Mumbai
1354,CUST1450,Loan,Withdrawal,41314.02,104644.17,2023-01-25,Mumbai
1355,CUST1185,Savings,Deposit,826.9,25943.17,2023-12-17,Chennai
1356,CUST1398,Loan,Deposit,8314.96,50119.89,2023-06-28,Delhi
1357,CUST1119,Savings,Deposit,23968.94,26560.54,2023-05-30,Delhi
1358,CUST1416,Loan,Deposit,41260.2,120140.55,2023-02-22,Pune
1359,CUST1480,Current,Withdrawal,41878.14,96406.45,2023-09-28,Delhi
1360,CUST1455,Loan,Withdrawal,22147.5,38902.49,2023-12-05,Bangalore
1361,CUST1266,Savings,Transfer,10194.47,49171.82,2023-01-06,Bangalore
1362,CUST1396,Loan,Withdrawal,19949.89,71364.78,2023-05-27,Pune
1363,CUST1067,Savings,Withdrawal,19200.93,103196.02,2023-12-06,Delhi
1364,CUST1175,Current,Withdrawal,25334.27,32007.39,2023-02-14,Mumbai
1365,CUST1136,Savings,Transfer,28735.91,85554.74,2023-01-09,Pune
1366,CUST1316,Current,Transfer,12979.39,24776.68,2023-11-23,Delhi
1367,CUST1015,Loan,Deposit,38912.78,121235.52,2023-10-05,Chennai
1368,CUST1408,Loan,Transfer,26292.51,71686.23,2023-09-23,Chennai
1369,CUST1491,Savings,Withdrawal,29501.81,75202.51,2023-11-02,Bangalore
1370,CUST1012,Savings,Deposit,49203.17,128953.37,2023-11-30,Chennai
1371,CUST1425,Loan,Deposit,8387.14,14768.17,2023-05-14,Bangalore
1372,CUST1495,Current,Withdrawal,36466.43,41640.24,2023-07-09,Pune
1373,CUST1141,Loan,Withdrawal,4647.92,33595.02,2023-11-11,Chennai
1374,CUST1444,Savings,Withdrawal,8576.64,14590.52,2023-02-25,Mumbai
1375,CUST1155,Savings,Deposit,38321.98,79983.01,2023-08-08,Pune
1376,CUST1481,Current,Deposit,1208.7,100068.43,2023-11-19,Chennai
1377,CUST1410,Savings,Transfer,30008.05,103009.35,2023-04-04,Mumbai
1378,CUST1429,Savings,Deposit,11922.51,22070.59,2023-04-28,Mumbai
1379,CUST1338,Savings,Transfer,39895.95,107811.76,2023-10-28,Mumbai
1380,CUST1370,Current,Transfer,16666.12,94938.56,2023-04-24,Mumbai
1381,CUST1111,Current,Withdrawal,17561.9,95913.27,2023-02-04,Delhi
1382,CUST1487,Savings,Withdrawal,12109.46,99603.04,2023-02-14,Pune
1383,CUST1428,Savings,Transfer,24544.54,87800.93,2023-08-02,Delhi
1384,CUST1151,Current,Transfer,932.12,20812.08,2023-03-17,Pune
1385,CUST1439,Current,Transfer,13705.27,86995.7,2023-10-16,Mumbai
1386,CUST1403,Savings,Withdrawal,26142.03,33405.37,2023-05-06,Chennai
1387,CUST1177,Savings,Withdrawal,47864.13,136932.87,2023-05-07,Delhi
1388,CUST1483,Savings,Transfer,23036.27,90774.52,2023-05-06,Delhi
1389,CUST1343,Loan,Transfer,28470.76,34858.88,2023-01-28,Delhi
1390,CUST1496,Loan,Withdrawal,38469.11,137880.23,2023-11-24,Mumbai
1391,CUST1236,Current,Withdrawal,36535.66,93928.7,2023-10-09,Mumbai
1392,CUST1232,Current,Withdrawal,6465.75,47669.72,2023-05-14,Bangalore
1393,CUST1151,Savings,Withdrawal,15211.21,88433.73,2023-12-29,Pune
1394,CUST1407,Savings,Withdrawal,29492.1,123389.25,2023-05-26,Pune
1395,CUST1343,Current,Withdrawal,12265.72,78028.1,2023-04-13,Bangalore
1396,CUST1407,Loan,Transfer,15819.02,38666.96,2023-03-29,Delhi
1397,CUST1371,Savings,Transfer,41392.19,67218.97,2023-05-15,Chennai
1398,CUST1050,Current,Withdrawal,2261.43,72345.71,2023-12-13,Chennai
1399,CUST1137,Loan,Deposit,37262.36,78796.46,2023-01-21,Mumbai
1400,CUST1090,Loan,Deposit,25707.44,39192.64,2023-06-26,Chennai
1401,CUST1343,Savings,Transfer,15933.54,107173.52,2023-04-02,Delhi
1402,CUST1401,Current,Withdrawal,34731.47,53415.21,2023-02-27,Mumbai
